<4>[  189.582031] C1 [  adafs_flusher] [adafs] No transaction flushed: l_begin=0, l_head=0, l_end=0
<6>[  190.787170] C0 [             cp] [adafs-stat] on write new: staleness=6098310, merged=0, len=1492
<6>[  190.787200] C0 [             cp] [adafs-stat] on write new: staleness=6102406, merged=0, len=1493
<6>[  190.787261] C0 [             cp] [adafs-stat] on write new: staleness=6106502, merged=0, len=1494
<6>[  190.787292] C0 [             cp] [adafs-stat] on write new: staleness=6110598, merged=0, len=1495
<6>[  190.787322] C0 [             cp] [adafs-stat] on write new: staleness=6114694, merged=0, len=1496
<6>[  190.787353] C0 [             cp] [adafs-stat] on write new: staleness=6118790, merged=0, len=1497
<6>[  190.787384] C0 [             cp] [adafs-stat] on write new: staleness=6122886, merged=0, len=1498
<6>[  190.787445] C0 [             cp] [adafs-stat] on write new: staleness=6126982, merged=0, len=1499
<6>[  190.787475] C0 [             cp] [adafs-stat] on write new: staleness=6131078, merged=0, len=1500
<6>[  190.787506] C0 [             cp] [adafs-stat] on write new: staleness=6135174, merged=0, len=1501
<6>[  190.787597] C0 [             cp] [adafs-stat] on write new: staleness=6139270, merged=0, len=1502
<6>[  190.787628] C0 [             cp] [adafs-stat] on write new: staleness=6143366, merged=0, len=1503
<6>[  190.787658] C0 [             cp] [adafs-stat] on write new: staleness=6147462, merged=0, len=1504
<6>[  190.787689] C0 [             cp] [adafs-stat] on write new: staleness=6151558, merged=0, len=1505
<6>[  190.787750] C0 [             cp] [adafs-stat] on write new: staleness=6155654, merged=0, len=1506
<6>[  190.787780] C0 [             cp] [adafs-stat] on write new: staleness=6159750, merged=0, len=1507
<6>[  190.787811] C0 [             cp] [adafs-stat] on write new: staleness=6163846, merged=0, len=1508
<6>[  190.787841] C0 [             cp] [adafs-stat] on write new: staleness=6167942, merged=0, len=1509
<6>[  190.787872] C0 [             cp] [adafs-stat] on write new: staleness=6172038, merged=0, len=1510
<6>[  190.787902] C0 [             cp] [adafs-stat] on write new: staleness=6176134, merged=0, len=1511
<6>[  190.787963] C0 [             cp] [adafs-stat] on write new: staleness=6180230, merged=0, len=1512
<6>[  190.787994] C0 [             cp] [adafs-stat] on write new: staleness=6184134, merged=0, len=1513
<6>[  190.788146] C0 [             cp] [adafs-stat] on write new: staleness=6188230, merged=0, len=1514
<6>[  190.788177] C0 [             cp] [adafs-stat] on write new: staleness=6192326, merged=0, len=1515
<6>[  190.788238] C0 [             cp] [adafs-stat] on write new: staleness=6196422, merged=0, len=1516
<6>[  190.788269] C0 [             cp] [adafs-stat] on write new: staleness=6200518, merged=0, len=1517
<6>[  190.788299] C0 [             cp] [adafs-stat] on write new: staleness=6204614, merged=0, len=1518
<6>[  190.788360] C0 [             cp] [adafs-stat] on write new: staleness=6208710, merged=0, len=1519
<6>[  190.788391] C0 [             cp] [adafs-stat] on write new: staleness=6212806, merged=0, len=1520
<6>[  190.788421] C0 [             cp] [adafs-stat] on write new: staleness=6216902, merged=0, len=1521
<6>[  190.788452] C0 [             cp] [adafs-stat] on write new: staleness=6220998, merged=0, len=1522
<6>[  190.788513] C0 [             cp] [adafs-stat] on write new: staleness=6225094, merged=0, len=1523
<6>[  190.788543] C0 [             cp] [adafs-stat] on write new: staleness=6229190, merged=0, len=1524
<6>[  190.788574] C0 [             cp] [adafs-stat] on write new: staleness=6233286, merged=0, len=1525
<6>[  190.788604] C0 [             cp] [adafs-stat] on write new: staleness=6237382, merged=0, len=1526
<6>[  190.788665] C0 [             cp] [adafs-stat] on write new: staleness=6241478, merged=0, len=1527
<6>[  190.788696] C0 [             cp] [adafs-stat] on write new: staleness=6245574, merged=0, len=1528
<6>[  190.788726] C0 [             cp] [adafs-stat] on write new: staleness=6249670, merged=0, len=1529
<6>[  190.788757] C0 [             cp] [adafs-stat] on write new: staleness=6253766, merged=0, len=1530
<6>[  190.788818] C0 [             cp] [adafs-stat] on write new: staleness=6257862, merged=0, len=1531
<6>[  190.788848] C0 [             cp] [adafs-stat] on write new: staleness=6261958, merged=0, len=1532
<6>[  190.788879] C0 [             cp] [adafs-stat] on write new: staleness=6266054, merged=0, len=1533
<6>[  190.788909] C0 [             cp] [adafs-stat] on write new: staleness=6270150, merged=0, len=1534
<6>[  190.788940] C0 [             cp] [adafs-stat] on write new: staleness=6274246, merged=0, len=1535
<6>[  190.789001] C0 [             cp] [adafs-stat] on write new: staleness=6278342, merged=0, len=1536
<6>[  190.789031] C0 [             cp] [adafs-stat] on write new: staleness=6282438, merged=0, len=1537
<6>[  190.789062] C0 [             cp] [adafs-stat] on write new: staleness=6286534, merged=0, len=1538
<6>[  190.789093] C0 [             cp] [adafs-stat] on write new: staleness=6290630, merged=0, len=1539
<6>[  190.789123] C0 [             cp] [adafs-stat] on write new: staleness=6294726, merged=0, len=1540
<6>[  190.789184] C0 [             cp] [adafs-stat] on write new: staleness=6298822, merged=0, len=1541
<6>[  190.789215] C0 [             cp] [adafs-stat] on write new: staleness=6302918, merged=0, len=1542
<6>[  190.789245] C0 [             cp] [adafs-stat] on write new: staleness=6307014, merged=0, len=1543
<6>[  190.789276] C0 [             cp] [adafs-stat] on write new: staleness=6311110, merged=0, len=1544
<6>[  190.789337] C0 [             cp] [adafs-stat] on write new: staleness=6315206, merged=0, len=1545
<6>[  190.789367] C0 [             cp] [adafs-stat] on write new: staleness=6318411, merged=0, len=1546
<6>[  190.789550] C0 [             cp] [adafs-stat] on write new: staleness=6322507, merged=0, len=1547
<6>[  190.789581] C0 [             cp] [adafs-stat] on write new: staleness=6326603, merged=0, len=1548
<6>[  190.789611] C0 [             cp] [adafs-stat] on write new: staleness=6330699, merged=0, len=1549
<6>[  190.789672] C0 [             cp] [adafs-stat] on write new: staleness=6334795, merged=0, len=1550
<6>[  190.789703] C0 [             cp] [adafs-stat] on write new: staleness=6338891, merged=0, len=1551
<6>[  190.789764] C0 [             cp] [adafs-stat] on write new: staleness=6342987, merged=0, len=1552
<6>[  190.789794] C0 [             cp] [adafs-stat] on write new: staleness=6347083, merged=0, len=1553
<6>[  190.789825] C0 [             cp] [adafs-stat] on write new: staleness=6351179, merged=0, len=1554
<6>[  190.789886] C0 [             cp] [adafs-stat] on write new: staleness=6355275, merged=0, len=1555
<6>[  190.789916] C0 [             cp] [adafs-stat] on write new: staleness=6359371, merged=0, len=1556
<6>[  190.789947] C0 [             cp] [adafs-stat] on write new: staleness=6363467, merged=0, len=1557
<6>[  190.789978] C0 [             cp] [adafs-stat] on write new: staleness=6367563, merged=0, len=1558
<6>[  190.790039] C0 [             cp] [adafs-stat] on write new: staleness=6371659, merged=0, len=1559
<6>[  190.790069] C0 [             cp] [adafs-stat] on write new: staleness=6375755, merged=0, len=1560
<6>[  190.790100] C0 [             cp] [adafs-stat] on write new: staleness=6379851, merged=0, len=1561
<6>[  190.790130] C0 [             cp] [adafs-stat] on write new: staleness=6383947, merged=0, len=1562
<6>[  190.790161] C0 [             cp] [adafs-stat] on write new: staleness=6388043, merged=0, len=1563
<6>[  190.790191] C0 [             cp] [adafs-stat] on write new: staleness=6392139, merged=0, len=1564
<6>[  190.790252] C0 [             cp] [adafs-stat] on write new: staleness=6396235, merged=0, len=1565
<6>[  190.790283] C0 [             cp] [adafs-stat] on write new: staleness=6400331, merged=0, len=1566
<6>[  190.790313] C0 [             cp] [adafs-stat] on write new: staleness=6404427, merged=0, len=1567
<6>[  190.790344] C0 [             cp] [adafs-stat] on write new: staleness=6408523, merged=0, len=1568
<6>[  190.790405] C0 [             cp] [adafs-stat] on write new: staleness=6412619, merged=0, len=1569
<6>[  190.790435] C0 [             cp] [adafs-stat] on write new: staleness=6416715, merged=0, len=1570
<6>[  190.790466] C0 [             cp] [adafs-stat] on write new: staleness=6420811, merged=0, len=1571
<6>[  190.790496] C0 [             cp] [adafs-stat] on write new: staleness=6424907, merged=0, len=1572
<6>[  190.790557] C0 [             cp] [adafs-stat] on write new: staleness=6429003, merged=0, len=1573
<6>[  190.790588] C0 [             cp] [adafs-stat] on write new: staleness=6433099, merged=0, len=1574
<6>[  190.790618] C0 [             cp] [adafs-stat] on write new: staleness=6437195, merged=0, len=1575
<6>[  190.790649] C0 [             cp] [adafs-stat] on write new: staleness=6441291, merged=0, len=1576
<6>[  190.790679] C0 [             cp] [adafs-stat] on write new: staleness=6445387, merged=0, len=1577
<6>[  190.790740] C0 [             cp] [adafs-stat] on write new: staleness=6449483, merged=0, len=1578
<6>[  190.790771] C0 [             cp] [adafs-stat] on write new: staleness=6453579, merged=0, len=1579
<6>[  190.790802] C0 [             cp] [adafs-stat] on write new: staleness=6457675, merged=0, len=1580
<6>[  190.790863] C0 [             cp] [adafs-stat] on write new: staleness=6460033, merged=0, len=1581
<6>[  190.791015] C0 [             cp] [adafs-stat] on write new: staleness=6464129, merged=0, len=1582
<6>[  190.791046] C0 [             cp] [adafs-stat] on write new: staleness=6468225, merged=0, len=1583
<6>[  190.791076] C0 [             cp] [adafs-stat] on write new: staleness=6472321, merged=0, len=1584
<6>[  190.791137] C0 [             cp] [adafs-stat] on write new: staleness=6476417, merged=0, len=1585
<6>[  190.791168] C0 [             cp] [adafs-stat] on write new: staleness=6480513, merged=0, len=1586
<6>[  190.791198] C0 [             cp] [adafs-stat] on write new: staleness=6484609, merged=0, len=1587
<6>[  190.791229] C0 [             cp] [adafs-stat] on write new: staleness=6488705, merged=0, len=1588
<6>[  190.791259] C0 [             cp] [adafs-stat] on write new: staleness=6492801, merged=0, len=1589
<6>[  190.791320] C0 [             cp] [adafs-stat] on write new: staleness=6496897, merged=0, len=1590
<6>[  190.791351] C0 [             cp] [adafs-stat] on write new: staleness=6500993, merged=0, len=1591
<6>[  190.791381] C0 [             cp] [adafs-stat] on write new: staleness=6505089, merged=0, len=1592
<6>[  190.791412] C0 [             cp] [adafs-stat] on write new: staleness=6509185, merged=0, len=1593
<6>[  190.791473] C0 [             cp] [adafs-stat] on write new: staleness=6513281, merged=0, len=1594
<6>[  190.791503] C0 [             cp] [adafs-stat] on write new: staleness=6517377, merged=0, len=1595
<6>[  190.791534] C0 [             cp] [adafs-stat] on write new: staleness=6521473, merged=0, len=1596
<6>[  190.791595] C0 [             cp] [adafs-stat] on write new: staleness=6525569, merged=0, len=1597
<6>[  190.791625] C0 [             cp] [adafs-stat] on write new: staleness=6529665, merged=0, len=1598
<6>[  190.791656] C0 [             cp] [adafs-stat] on write new: staleness=6533761, merged=0, len=1599
<6>[  190.791687] C0 [             cp] [adafs-stat] on write new: staleness=6537857, merged=0, len=1600
<6>[  190.791748] C0 [             cp] [adafs-stat] on write new: staleness=6541953, merged=0, len=1601
<6>[  190.791778] C0 [             cp] [adafs-stat] on write new: staleness=6546049, merged=0, len=1602
<6>[  190.791809] C0 [             cp] [adafs-stat] on write new: staleness=6550145, merged=0, len=1603
<6>[  190.791839] C0 [             cp] [adafs-stat] on write new: staleness=6554241, merged=0, len=1604
<6>[  190.791900] C0 [             cp] [adafs-stat] on write new: staleness=6558337, merged=0, len=1605
<6>[  190.791931] C0 [             cp] [adafs-stat] on write new: staleness=6562433, merged=0, len=1606
<6>[  190.791961] C0 [             cp] [adafs-stat] on write new: staleness=6566529, merged=0, len=1607
<6>[  190.791992] C0 [             cp] [adafs-stat] on write new: staleness=6570625, merged=0, len=1608
<6>[  190.792022] C0 [             cp] [adafs-stat] on write new: staleness=6574721, merged=0, len=1609
<6>[  190.792083] C0 [             cp] [adafs-stat] on write new: staleness=6578817, merged=0, len=1610
<6>[  190.792114] C0 [             cp] [adafs-stat] on write new: staleness=6582913, merged=0, len=1611
<6>[  190.792175] C0 [             cp] [adafs-stat] on write new: staleness=6587009, merged=0, len=1612
<6>[  190.792205] C0 [             cp] [adafs-stat] on write new: staleness=6591105, merged=0, len=1613
<6>[  190.792236] C0 [             cp] [adafs-stat] on write new: staleness=6595201, merged=0, len=1614
<6>[  190.792266] C0 [             cp] [adafs-stat] on write new: staleness=6599297, merged=0, len=1615
<6>[  190.792297] C0 [             cp] [adafs-stat] on write new: staleness=6600344, merged=0, len=1616
<6>[  190.792449] C0 [             cp] [adafs-stat] on write new: staleness=6604440, merged=0, len=1617
<6>[  190.792510] C0 [             cp] [adafs-stat] on write new: staleness=6608536, merged=0, len=1618
<6>[  190.792541] C0 [             cp] [adafs-stat] on write new: staleness=6612632, merged=0, len=1619
<6>[  190.792572] C0 [             cp] [adafs-stat] on write new: staleness=6616728, merged=0, len=1620
<6>[  190.792602] C0 [             cp] [adafs-stat] on write new: staleness=6620824, merged=0, len=1621
<6>[  190.792663] C0 [             cp] [adafs-stat] on write new: staleness=6622681, merged=0, len=1622
<6>[  190.792816] C0 [             cp] [adafs-stat] on write new: staleness=6626777, merged=0, len=1623
<6>[  190.792846] C0 [             cp] [adafs-stat] on write new: staleness=6630873, merged=0, len=1624
<6>[  190.792877] C0 [             cp] [adafs-stat] on write new: staleness=6634969, merged=0, len=1625
<6>[  190.792938] C0 [             cp] [adafs-stat] on write new: staleness=6639065, merged=0, len=1626
<6>[  190.792968] C0 [             cp] [adafs-stat] on write new: staleness=6643161, merged=0, len=1627
<6>[  190.792999] C0 [             cp] [adafs-stat] on write new: staleness=6647257, merged=0, len=1628
<6>[  190.793029] C0 [             cp] [adafs-stat] on write new: staleness=6651353, merged=0, len=1629
<6>[  190.793090] C0 [             cp] [adafs-stat] on write new: staleness=6655449, merged=0, len=1630
<6>[  190.793121] C0 [             cp] [adafs-stat] on write new: staleness=6659545, merged=0, len=1631
<6>[  190.793151] C0 [             cp] [adafs-stat] on write new: staleness=6663641, merged=0, len=1632
<6>[  190.793182] C0 [             cp] [adafs-stat] on write new: staleness=6667737, merged=0, len=1633
<6>[  190.793212] C0 [             cp] [adafs-stat] on write new: staleness=6671833, merged=0, len=1634
<6>[  190.793273] C0 [             cp] [adafs-stat] on write new: staleness=6675929, merged=0, len=1635
<6>[  190.793304] C0 [             cp] [adafs-stat] on write new: staleness=6680025, merged=0, len=1636
<6>[  190.793334] C0 [             cp] [adafs-stat] on write new: staleness=6684121, merged=0, len=1637
<6>[  190.793365] C0 [             cp] [adafs-stat] on write new: staleness=6688217, merged=0, len=1638
<6>[  190.793395] C0 [             cp] [adafs-stat] on write new: staleness=6692313, merged=0, len=1639
<6>[  190.793457] C0 [             cp] [adafs-stat] on write new: staleness=6696409, merged=0, len=1640
<6>[  190.793487] C0 [             cp] [adafs-stat] on write new: staleness=6700505, merged=0, len=1641
<6>[  190.793518] C0 [             cp] [adafs-stat] on write new: staleness=6704601, merged=0, len=1642
<6>[  190.793579] C0 [             cp] [adafs-stat] on write new: staleness=6708697, merged=0, len=1643
<6>[  190.793609] C0 [             cp] [adafs-stat] on write new: staleness=6712793, merged=0, len=1644
<6>[  190.793640] C0 [             cp] [adafs-stat] on write new: staleness=6716889, merged=0, len=1645
<6>[  190.793670] C0 [             cp] [adafs-stat] on write new: staleness=6720985, merged=0, len=1646
<6>[  190.793731] C0 [             cp] [adafs-stat] on write new: staleness=6725081, merged=0, len=1647
<6>[  190.793762] C0 [             cp] [adafs-stat] on write new: staleness=6729177, merged=0, len=1648
<6>[  190.793792] C0 [             cp] [adafs-stat] on write new: staleness=6733273, merged=0, len=1649
<6>[  190.793823] C0 [             cp] [adafs-stat] on write new: staleness=6737369, merged=0, len=1650
<6>[  190.793853] C0 [             cp] [adafs-stat] on write new: staleness=6741465, merged=0, len=1651
<6>[  190.793914] C0 [             cp] [adafs-stat] on write new: staleness=6745561, merged=0, len=1652
<6>[  190.793945] C0 [             cp] [adafs-stat] on write new: staleness=6749657, merged=0, len=1653
<6>[  190.793975] C0 [             cp] [adafs-stat] on write new: staleness=6753753, merged=0, len=1654
<6>[  190.794006] C0 [             cp] [adafs-stat] on write new: staleness=6757849, merged=0, len=1655
<6>[  190.794067] C0 [             cp] [adafs-stat] on write new: staleness=6761945, merged=0, len=1656
<6>[  190.794097] C0 [             cp] [adafs-stat] on write new: staleness=6762938, merged=0, len=1657
<6>[  190.794250] C0 [             cp] [adafs-stat] on write new: staleness=6767034, merged=0, len=1658
<6>[  190.794281] C0 [             cp] [adafs-stat] on write new: staleness=6771130, merged=0, len=1659
<6>[  190.794342] C0 [             cp] [adafs-stat] on write new: staleness=6775226, merged=0, len=1660
<6>[  190.794372] C0 [             cp] [adafs-stat] on write new: staleness=6779322, merged=0, len=1661
<6>[  190.794403] C0 [             cp] [adafs-stat] on write new: staleness=6783418, merged=0, len=1662
<6>[  190.794433] C0 [             cp] [adafs-stat] on write new: staleness=6787514, merged=0, len=1663
<6>[  190.794464] C0 [             cp] [adafs-stat] on write new: staleness=6791610, merged=0, len=1664
<6>[  190.794494] C0 [             cp] [adafs-stat] on write new: staleness=6795706, merged=0, len=1665
<6>[  190.794555] C0 [             cp] [adafs-stat] on write new: staleness=6799802, merged=0, len=1666
<6>[  190.794586] C0 [             cp] [adafs-stat] on write new: staleness=6803898, merged=0, len=1667
<6>[  190.794616] C0 [             cp] [adafs-stat] on write new: staleness=6807994, merged=0, len=1668
<6>[  190.794647] C0 [             cp] [adafs-stat] on write new: staleness=6812090, merged=0, len=1669
<6>[  190.794799] C0 [             cp] [adafs-stat] on write new: staleness=6816186, merged=0, len=1670
<6>[  190.794860] C0 [             cp] [adafs-stat] on write new: staleness=6820282, merged=0, len=1671
<6>[  190.794891] C0 [             cp] [adafs-stat] on write new: staleness=6824378, merged=0, len=1672
<6>[  190.794921] C0 [             cp] [adafs-stat] on write new: staleness=6828474, merged=0, len=1673
<6>[  190.794982] C0 [             cp] [adafs-stat] on write new: staleness=6832570, merged=0, len=1674
<6>[  190.795013] C0 [             cp] [adafs-stat] on write new: staleness=6836666, merged=0, len=1675
<6>[  190.795074] C0 [             cp] [adafs-stat] on write new: staleness=6840762, merged=0, len=1676
<6>[  190.795104] C0 [             cp] [adafs-stat] on write new: staleness=6844858, merged=0, len=1677
<6>[  190.795135] C0 [             cp] [adafs-stat] on write new: staleness=6848954, merged=0, len=1678
<6>[  190.795196] C0 [             cp] [adafs-stat] on write new: staleness=6853050, merged=0, len=1679
<6>[  190.795227] C0 [             cp] [adafs-stat] on write new: staleness=6857146, merged=0, len=1680
<6>[  190.795257] C0 [             cp] [adafs-stat] on write new: staleness=6861242, merged=0, len=1681
<6>[  190.795318] C0 [             cp] [adafs-stat] on write new: staleness=6865338, merged=0, len=1682
<6>[  190.795440] C0 [             cp] [adafs-stat] on write new: staleness=6869434, merged=0, len=1683
<6>[  190.795471] C0 [             cp] [adafs-stat] on write new: staleness=6873530, merged=0, len=1684
<6>[  190.795501] C0 [             cp] [adafs-stat] on write new: staleness=6877626, merged=0, len=1685
<6>[  190.795562] C0 [             cp] [adafs-stat] on write new: staleness=6881722, merged=0, len=1686
<6>[  190.795593] C0 [             cp] [adafs-stat] on write new: staleness=6885818, merged=0, len=1687
<6>[  190.795654] C0 [             cp] [adafs-stat] on write new: staleness=6889914, merged=0, len=1688
<6>[  190.795684] C0 [             cp] [adafs-stat] on write new: staleness=6894010, merged=0, len=1689
<6>[  190.795715] C0 [             cp] [adafs-stat] on write new: staleness=6898106, merged=0, len=1690
<6>[  190.795776] C0 [             cp] [adafs-stat] on write new: staleness=6902202, merged=0, len=1691
<6>[  190.795806] C0 [             cp] [adafs-stat] on write new: staleness=6906298, merged=0, len=1692
<6>[  190.795837] C0 [             cp] [adafs-stat] on write new: staleness=6909170, merged=0, len=1693
<6>[  190.796081] C0 [             cp] [adafs-stat] on write new: staleness=6913266, merged=0, len=1694
<6>[  190.796142] C0 [             cp] [adafs-stat] on write new: staleness=6917362, merged=0, len=1695
<6>[  190.796203] C0 [             cp] [adafs-stat] on write new: staleness=6921458, merged=0, len=1696
<6>[  190.796264] C0 [             cp] [adafs-stat] on write new: staleness=6925554, merged=0, len=1697
<6>[  190.796295] C0 [             cp] [adafs-stat] on write new: staleness=6929650, merged=0, len=1698
<6>[  190.796325] C0 [             cp] [adafs-stat] on write new: staleness=6933746, merged=0, len=1699
<6>[  190.796386] C0 [             cp] [adafs-stat] on write new: staleness=6937842, merged=0, len=1700
<6>[  190.796447] C0 [             cp] [adafs-stat] on write new: staleness=6941938, merged=0, len=1701
<6>[  190.796478] C0 [             cp] [adafs-stat] on write new: staleness=6946034, merged=0, len=1702
<6>[  190.796539] C0 [             cp] [adafs-stat] on write new: staleness=6950130, merged=0, len=1703
<6>[  190.796569] C0 [             cp] [adafs-stat] on write new: staleness=6954226, merged=0, len=1704
<6>[  190.796630] C0 [             cp] [adafs-stat] on write new: staleness=6958322, merged=0, len=1705
<6>[  190.796691] C0 [             cp] [adafs-stat] on write new: staleness=6962418, merged=0, len=1706
<6>[  190.796722] C0 [             cp] [adafs-stat] on write new: staleness=6966514, merged=0, len=1707
<6>[  190.796752] C0 [             cp] [adafs-stat] on write new: staleness=6970610, merged=0, len=1708
<6>[  190.796813] C0 [             cp] [adafs-stat] on write new: staleness=6974706, merged=0, len=1709
<6>[  190.796844] C0 [             cp] [adafs-stat] on write new: staleness=6978802, merged=0, len=1710
<6>[  190.796905] C0 [             cp] [adafs-stat] on write new: staleness=6982898, merged=0, len=1711
<6>[  190.796936] C0 [             cp] [adafs-stat] on write new: staleness=6986994, merged=0, len=1712
<6>[  190.796997] C0 [             cp] [adafs-stat] on write new: staleness=6991090, merged=0, len=1713
<6>[  190.797027] C0 [             cp] [adafs-stat] on write new: staleness=6995186, merged=0, len=1714
<6>[  190.797088] C0 [             cp] [adafs-stat] on write new: staleness=6999282, merged=0, len=1715
<6>[  190.797119] C0 [             cp] [adafs-stat] on write new: staleness=7003378, merged=0, len=1716
<6>[  190.797149] C0 [             cp] [adafs-stat] on write new: staleness=7007474, merged=0, len=1717
<6>[  190.797180] C0 [             cp] [adafs-stat] on write new: staleness=7011570, merged=0, len=1718
<6>[  190.797241] C0 [             cp] [adafs-stat] on write new: staleness=7015666, merged=0, len=1719
<6>[  190.797271] C0 [             cp] [adafs-stat] on write new: staleness=7019762, merged=0, len=1720
<6>[  190.797302] C0 [             cp] [adafs-stat] on write new: staleness=7023858, merged=0, len=1721
<6>[  190.797332] C0 [             cp] [adafs-stat] on write new: staleness=7027954, merged=0, len=1722
<6>[  190.797363] C0 [             cp] [adafs-stat] on write new: staleness=7032050, merged=0, len=1723
<6>[  190.797424] C0 [             cp] [adafs-stat] on write new: staleness=7036146, merged=0, len=1724
<6>[  190.797454] C0 [             cp] [adafs-stat] on write new: staleness=7040242, merged=0, len=1725
<6>[  190.797485] C0 [             cp] [adafs-stat] on write new: staleness=7044338, merged=0, len=1726
<6>[  190.797515] C0 [             cp] [adafs-stat] on write new: staleness=7048434, merged=0, len=1727
<6>[  190.797546] C0 [             cp] [adafs-stat] on write new: staleness=7052530, merged=0, len=1728
<6>[  190.797607] C0 [             cp] [adafs-stat] on write new: staleness=7056626, merged=0, len=1729
<6>[  190.797637] C0 [             cp] [adafs-stat] on write new: staleness=7060722, merged=0, len=1730
<6>[  190.797668] C0 [             cp] [adafs-stat] on write new: staleness=7063730, merged=0, len=1731
<6>[  190.797882] C0 [             cp] [adafs-stat] on write new: staleness=7067826, merged=0, len=1732
<6>[  190.797943] C0 [             cp] [adafs-stat] on write new: staleness=7071922, merged=0, len=1733
<6>[  190.797973] C0 [             cp] [adafs-stat] on write new: staleness=7076018, merged=0, len=1734
<6>[  190.798004] C0 [             cp] [adafs-stat] on write new: staleness=7080114, merged=0, len=1735
<6>[  190.798065] C0 [             cp] [adafs-stat] on write new: staleness=7082605, merged=0, len=1736
<6>[  190.798217] C0 [             cp] [adafs-stat] on write new: staleness=7086701, merged=0, len=1737
<6>[  190.798248] C0 [             cp] [adafs-stat] on write new: staleness=7090797, merged=0, len=1738
<6>[  190.798309] C0 [             cp] [adafs-stat] on write new: staleness=7094893, merged=0, len=1739
<6>[  190.798339] C0 [             cp] [adafs-stat] on write new: staleness=7098989, merged=0, len=1740
<6>[  190.798370] C0 [             cp] [adafs-stat] on write new: staleness=7103085, merged=0, len=1741
<6>[  190.798431] C0 [             cp] [adafs-stat] on write new: staleness=7107181, merged=0, len=1742
<6>[  190.798461] C0 [             cp] [adafs-stat] on write new: staleness=7111277, merged=0, len=1743
<6>[  190.798492] C0 [             cp] [adafs-stat] on write new: staleness=7115373, merged=0, len=1744
<6>[  190.798522] C0 [             cp] [adafs-stat] on write new: staleness=7119469, merged=0, len=1745
<6>[  190.798553] C0 [             cp] [adafs-stat] on write new: staleness=7123565, merged=0, len=1746
<6>[  190.798614] C0 [             cp] [adafs-stat] on write new: staleness=7127661, merged=0, len=1747
<6>[  190.798645] C0 [             cp] [adafs-stat] on write new: staleness=7131757, merged=0, len=1748
<6>[  190.798675] C0 [             cp] [adafs-stat] on write new: staleness=7135853, merged=0, len=1749
<6>[  190.798736] C0 [             cp] [adafs-stat] on write new: staleness=7139949, merged=0, len=1750
<6>[  190.798767] C0 [             cp] [adafs-stat] on write new: staleness=7144045, merged=0, len=1751
<6>[  190.798797] C0 [             cp] [adafs-stat] on write new: staleness=7148141, merged=0, len=1752
<6>[  190.798828] C0 [             cp] [adafs-stat] on write new: staleness=7152237, merged=0, len=1753
<6>[  190.798889] C0 [             cp] [adafs-stat] on write new: staleness=7156333, merged=0, len=1754
<6>[  190.798919] C0 [             cp] [adafs-stat] on write new: staleness=7160429, merged=0, len=1755
<6>[  190.798950] C0 [             cp] [adafs-stat] on write new: staleness=7164525, merged=0, len=1756
<6>[  190.798980] C0 [             cp] [adafs-stat] on write new: staleness=7168621, merged=0, len=1757
<6>[  190.799011] C0 [             cp] [adafs-stat] on write new: staleness=7172717, merged=0, len=1758
<6>[  190.799041] C0 [             cp] [adafs-stat] on write new: staleness=7176813, merged=0, len=1759
<6>[  190.799072] C0 [             cp] [adafs-stat] on write new: staleness=7180909, merged=0, len=1760
<6>[  190.799133] C0 [             cp] [adafs-stat] on write new: staleness=7185005, merged=0, len=1761
<6>[  190.799163] C0 [             cp] [adafs-stat] on write new: staleness=7189101, merged=0, len=1762
<6>[  190.799194] C0 [             cp] [adafs-stat] on write new: staleness=7193197, merged=0, len=1763
<6>[  190.799224] C0 [             cp] [adafs-stat] on write new: staleness=7197293, merged=0, len=1764
<6>[  190.799285] C0 [             cp] [adafs-stat] on write new: staleness=7201389, merged=0, len=1765
<6>[  190.799316] C0 [             cp] [adafs-stat] on write new: staleness=7205485, merged=0, len=1766
<6>[  190.799346] C0 [             cp] [adafs-stat] on write new: staleness=7209581, merged=0, len=1767
<6>[  190.799407] C0 [             cp] [adafs-stat] on write new: staleness=7213677, merged=0, len=1768
<6>[  190.799438] C0 [             cp] [adafs-stat] on write new: staleness=7217773, merged=0, len=1769
<6>[  190.799468] C0 [             cp] [adafs-stat] on write new: staleness=7221869, merged=0, len=1770
<6>[  190.799499] C0 [             cp] [adafs-stat] on write new: staleness=7225965, merged=0, len=1771
<6>[  190.799530] C0 [             cp] [adafs-stat] on write new: staleness=7230061, merged=0, len=1772
<6>[  190.799591] C0 [             cp] [adafs-stat] on write new: staleness=7234157, merged=0, len=1773
<6>[  190.799621] C0 [             cp] [adafs-stat] on write new: staleness=7235359, merged=0, len=1774
<6>[  190.799804] C0 [             cp] [adafs-stat] on write new: staleness=7239455, merged=0, len=1775
<6>[  190.799835] C0 [             cp] [adafs-stat] on write new: staleness=7243551, merged=0, len=1776
<6>[  190.799865] C0 [             cp] [adafs-stat] on write new: staleness=7247647, merged=0, len=1777
<6>[  190.799896] C0 [             cp] [adafs-stat] on write new: staleness=7251743, merged=0, len=1778
<6>[  190.799926] C0 [             cp] [adafs-stat] on write new: staleness=7255839, merged=0, len=1779
<6>[  190.799987] C0 [             cp] [adafs-stat] on write new: staleness=7259935, merged=0, len=1780
<6>[  190.800018] C0 [             cp] [adafs-stat] on write new: staleness=7264031, merged=0, len=1781
