<4>[  371.763916] C0 [  adafs_flusher] [adafs] No transaction flushed: l_begin=0, l_head=0, l_end=0
<6>[  374.508300] C0 [             cp] [adafs-stat] on write new: staleness=10431415, merged=0, len=2575
<6>[  374.508392] C0 [             cp] [adafs-stat] on write new: staleness=10435511, merged=0, len=2576
<6>[  374.508453] C0 [             cp] [adafs-stat] on write new: staleness=10439607, merged=0, len=2577
<6>[  374.508483] C0 [             cp] [adafs-stat] on write new: staleness=10443703, merged=0, len=2578
<6>[  374.508544] C0 [             cp] [adafs-stat] on write new: staleness=10447799, merged=0, len=2579
<6>[  374.508575] C0 [             cp] [adafs-stat] on write new: staleness=10451895, merged=0, len=2580
<6>[  374.508605] C0 [             cp] [adafs-stat] on write new: staleness=10455991, merged=0, len=2581
<6>[  374.508666] C0 [             cp] [adafs-stat] on write new: staleness=10460087, merged=0, len=2582
<6>[  374.508697] C0 [             cp] [adafs-stat] on write new: staleness=10464183, merged=0, len=2583
<6>[  374.508758] C0 [             cp] [adafs-stat] on write new: staleness=10468279, merged=0, len=2584
<6>[  374.508789] C0 [             cp] [adafs-stat] on write new: staleness=10472375, merged=0, len=2585
<6>[  374.508850] C0 [             cp] [adafs-stat] on write new: staleness=10476471, merged=0, len=2586
<6>[  374.508880] C0 [             cp] [adafs-stat] on write new: staleness=10480567, merged=0, len=2587
<6>[  374.508941] C0 [             cp] [adafs-stat] on write new: staleness=10484663, merged=0, len=2588
<6>[  374.508972] C0 [             cp] [adafs-stat] on write new: staleness=10488759, merged=0, len=2589
<6>[  374.509033] C0 [             cp] [adafs-stat] on write new: staleness=10492855, merged=0, len=2590
<6>[  374.509094] C0 [             cp] [adafs-stat] on write new: staleness=10496951, merged=0, len=2591
<6>[  374.509124] C0 [             cp] [adafs-stat] on write new: staleness=10501047, merged=0, len=2592
<6>[  374.509185] C0 [             cp] [adafs-stat] on write new: staleness=10505143, merged=0, len=2593
<6>[  374.509246] C0 [             cp] [adafs-stat] on write new: staleness=10509239, merged=0, len=2594
<6>[  374.509277] C0 [             cp] [adafs-stat] on write new: staleness=10513335, merged=0, len=2595
<6>[  374.509307] C0 [             cp] [adafs-stat] on write new: staleness=10517431, merged=0, len=2596
<6>[  374.509338] C0 [             cp] [adafs-stat] on write new: staleness=10521527, merged=0, len=2597
<6>[  374.509399] C0 [             cp] [adafs-stat] on write new: staleness=10525623, merged=0, len=2598
<6>[  374.509429] C0 [             cp] [adafs-stat] on write new: staleness=10529719, merged=0, len=2599
<6>[  374.509460] C0 [             cp] [adafs-stat] on write new: staleness=10533815, merged=0, len=2600
<6>[  374.509490] C0 [             cp] [adafs-stat] on write new: staleness=10537911, merged=0, len=2601
<6>[  374.509552] C0 [             cp] [adafs-stat] on write new: staleness=10542007, merged=0, len=2602
<6>[  374.509582] C0 [             cp] [adafs-stat] on write new: staleness=10546103, merged=0, len=2603
<6>[  374.509613] C0 [             cp] [adafs-stat] on write new: staleness=10550199, merged=0, len=2604
<6>[  374.509674] C0 [             cp] [adafs-stat] on write new: staleness=10554295, merged=0, len=2605
<6>[  374.509704] C0 [             cp] [adafs-stat] on write new: staleness=10558391, merged=0, len=2606
<6>[  374.509735] C0 [             cp] [adafs-stat] on write new: staleness=10562487, merged=0, len=2607
<6>[  374.509796] C0 [             cp] [adafs-stat] on write new: staleness=10566583, merged=0, len=2608
<6>[  374.509826] C0 [             cp] [adafs-stat] on write new: staleness=10570679, merged=0, len=2609
<6>[  374.509857] C0 [             cp] [adafs-stat] on write new: staleness=10574775, merged=0, len=2610
<6>[  374.509887] C0 [             cp] [adafs-stat] on write new: staleness=10578871, merged=0, len=2611
<6>[  374.509948] C0 [             cp] [adafs-stat] on write new: staleness=10582967, merged=0, len=2612
<6>[  374.509979] C0 [             cp] [adafs-stat] on write new: staleness=10587063, merged=0, len=2613
<6>[  374.510009] C0 [             cp] [adafs-stat] on write new: staleness=10591159, merged=0, len=2614
<6>[  374.510070] C0 [             cp] [adafs-stat] on write new: staleness=10595255, merged=0, len=2615
<6>[  374.510101] C0 [             cp] [adafs-stat] on write new: staleness=10599351, merged=0, len=2616
<6>[  374.510131] C0 [             cp] [adafs-stat] on write new: staleness=10603447, merged=0, len=2617
<6>[  374.510192] C0 [             cp] [adafs-stat] on write new: staleness=10607543, merged=0, len=2618
<6>[  374.510253] C0 [             cp] [adafs-stat] on write new: staleness=10611639, merged=0, len=2619
<6>[  374.510284] C0 [             cp] [adafs-stat] on write new: staleness=10615735, merged=0, len=2620
<6>[  374.510314] C0 [             cp] [adafs-stat] on write new: staleness=10619831, merged=0, len=2621
<6>[  374.510345] C0 [             cp] [adafs-stat] on write new: staleness=10623927, merged=0, len=2622
<6>[  374.510406] C0 [             cp] [adafs-stat] on write new: staleness=10628023, merged=0, len=2623
<6>[  374.510467] C0 [             cp] [adafs-stat] on write new: staleness=10632119, merged=0, len=2624
<6>[  374.510498] C0 [             cp] [adafs-stat] on write new: staleness=10636215, merged=0, len=2625
<6>[  374.510528] C0 [             cp] [adafs-stat] on write new: staleness=10640311, merged=0, len=2626
<6>[  374.510589] C0 [             cp] [adafs-stat] on write new: staleness=10644407, merged=0, len=2627
<6>[  374.510620] C0 [             cp] [adafs-stat] on write new: staleness=10648503, merged=0, len=2628
<6>[  374.510681] C0 [             cp] [adafs-stat] on write new: staleness=10652599, merged=0, len=2629
<6>[  374.510711] C0 [             cp] [adafs-stat] on write new: staleness=10656695, merged=0, len=2630
<6>[  374.510742] C0 [             cp] [adafs-stat] on write new: staleness=10660791, merged=0, len=2631
<6>[  374.510772] C0 [             cp] [adafs-stat] on write new: staleness=10664887, merged=0, len=2632
<6>[  374.510803] C0 [             cp] [adafs-stat] on write new: staleness=10668983, merged=0, len=2633
<6>[  374.510864] C0 [             cp] [adafs-stat] on write new: staleness=10673079, merged=0, len=2634
<6>[  374.510894] C0 [             cp] [adafs-stat] on write new: staleness=10677175, merged=0, len=2635
<6>[  374.510925] C0 [             cp] [adafs-stat] on write new: staleness=10681271, merged=0, len=2636
<6>[  374.510955] C0 [             cp] [adafs-stat] on write new: staleness=10685367, merged=0, len=2637
<6>[  374.510986] C0 [             cp] [adafs-stat] on write new: staleness=10689463, merged=0, len=2638
<6>[  374.511047] C0 [             cp] [adafs-stat] on write new: staleness=10693559, merged=0, len=2639
<6>[  374.511077] C0 [             cp] [adafs-stat] on write new: staleness=10697655, merged=0, len=2640
<6>[  374.511108] C0 [             cp] [adafs-stat] on write new: staleness=10701751, merged=0, len=2641
<6>[  374.511169] C0 [             cp] [adafs-stat] on write new: staleness=10705847, merged=0, len=2642
<6>[  374.511199] C0 [             cp] [adafs-stat] on write new: staleness=10709943, merged=0, len=2643
<6>[  374.511230] C0 [             cp] [adafs-stat] on write new: staleness=10714039, merged=0, len=2644
<6>[  374.511260] C0 [             cp] [adafs-stat] on write new: staleness=10718135, merged=0, len=2645
<6>[  374.511322] C0 [             cp] [adafs-stat] on write new: staleness=10722231, merged=0, len=2646
<6>[  374.511352] C0 [             cp] [adafs-stat] on write new: staleness=10726327, merged=0, len=2647
<6>[  374.511383] C0 [             cp] [adafs-stat] on write new: staleness=10730423, merged=0, len=2648
<6>[  374.511413] C0 [             cp] [adafs-stat] on write new: staleness=10734519, merged=0, len=2649
<6>[  374.511474] C0 [             cp] [adafs-stat] on write new: staleness=10738615, merged=0, len=2650
<6>[  374.511505] C0 [             cp] [adafs-stat] on write new: staleness=10742711, merged=0, len=2651
<6>[  374.511535] C0 [             cp] [adafs-stat] on write new: staleness=10746807, merged=0, len=2652
<6>[  374.511566] C0 [             cp] [adafs-stat] on write new: staleness=10750903, merged=0, len=2653
<6>[  374.511627] C0 [             cp] [adafs-stat] on write new: staleness=10754999, merged=0, len=2654
<6>[  374.511657] C0 [             cp] [adafs-stat] on write new: staleness=10759095, merged=0, len=2655
<6>[  374.511688] C0 [             cp] [adafs-stat] on write new: staleness=10763191, merged=0, len=2656
<6>[  374.511718] C0 [             cp] [adafs-stat] on write new: staleness=10767287, merged=0, len=2657
<6>[  374.511749] C0 [             cp] [adafs-stat] on write new: staleness=10771383, merged=0, len=2658
<6>[  374.511810] C0 [             cp] [adafs-stat] on write new: staleness=10775479, merged=0, len=2659
<6>[  374.511840] C0 [             cp] [adafs-stat] on write new: staleness=10779575, merged=0, len=2660
<6>[  374.511871] C0 [             cp] [adafs-stat] on write new: staleness=10783671, merged=0, len=2661
<6>[  374.511901] C0 [             cp] [adafs-stat] on write new: staleness=10787767, merged=0, len=2662
<6>[  374.511932] C0 [             cp] [adafs-stat] on write new: staleness=10791863, merged=0, len=2663
<6>[  374.511993] C0 [             cp] [adafs-stat] on write new: staleness=10795959, merged=0, len=2664
<6>[  374.512023] C0 [             cp] [adafs-stat] on write new: staleness=10800055, merged=0, len=2665
<6>[  374.512054] C0 [             cp] [adafs-stat] on write new: staleness=10804151, merged=0, len=2666
<6>[  374.512084] C0 [             cp] [adafs-stat] on write new: staleness=10808247, merged=0, len=2667
<6>[  374.512115] C0 [             cp] [adafs-stat] on write new: staleness=10812343, merged=0, len=2668
<6>[  374.512176] C0 [             cp] [adafs-stat] on write new: staleness=10816439, merged=0, len=2669
<6>[  374.512207] C0 [             cp] [adafs-stat] on write new: staleness=10820535, merged=0, len=2670
<6>[  374.512237] C0 [             cp] [adafs-stat] on write new: staleness=10824631, merged=0, len=2671
<6>[  374.512268] C0 [             cp] [adafs-stat] on write new: staleness=10828727, merged=0, len=2672
<6>[  374.512329] C0 [             cp] [adafs-stat] on write new: staleness=10832823, merged=0, len=2673
<6>[  374.512359] C0 [             cp] [adafs-stat] on write new: staleness=10836919, merged=0, len=2674
<6>[  374.512390] C0 [             cp] [adafs-stat] on write new: staleness=10841015, merged=0, len=2675
<6>[  374.512451] C0 [             cp] [adafs-stat] on write new: staleness=10845111, merged=0, len=2676
<6>[  374.512481] C0 [             cp] [adafs-stat] on write new: staleness=10849207, merged=0, len=2677
<6>[  374.512512] C0 [             cp] [adafs-stat] on write new: staleness=10853303, merged=0, len=2678
<6>[  374.512542] C0 [             cp] [adafs-stat] on write new: staleness=10857399, merged=0, len=2679
<6>[  374.512603] C0 [             cp] [adafs-stat] on write new: staleness=10861495, merged=0, len=2680
<6>[  374.512634] C0 [             cp] [adafs-stat] on write new: staleness=10865591, merged=0, len=2681
<6>[  374.512664] C0 [             cp] [adafs-stat] on write new: staleness=10869687, merged=0, len=2682
<6>[  374.512725] C0 [             cp] [adafs-stat] on write new: staleness=10873783, merged=0, len=2683
<6>[  374.512756] C0 [             cp] [adafs-stat] on write new: staleness=10877879, merged=0, len=2684
<6>[  374.512786] C0 [             cp] [adafs-stat] on write new: staleness=10881975, merged=0, len=2685
<6>[  374.512817] C0 [             cp] [adafs-stat] on write new: staleness=10886071, merged=0, len=2686
<6>[  374.513061] C0 [             cp] [adafs-stat] on write new: staleness=10890167, merged=0, len=2687
<6>[  374.513122] C0 [             cp] [adafs-stat] on write new: staleness=10894263, merged=0, len=2688
<6>[  374.513153] C0 [             cp] [adafs-stat] on write new: staleness=10898359, merged=0, len=2689
<6>[  374.513183] C0 [             cp] [adafs-stat] on write new: staleness=10902455, merged=0, len=2690
<6>[  374.513214] C0 [             cp] [adafs-stat] on write new: staleness=10906551, merged=0, len=2691
<6>[  374.513244] C0 [             cp] [adafs-stat] on write new: staleness=10910647, merged=0, len=2692
<6>[  374.513275] C0 [             cp] [adafs-stat] on write new: staleness=10914743, merged=0, len=2693
<6>[  374.513336] C0 [             cp] [adafs-stat] on write new: staleness=10918839, merged=0, len=2694
<6>[  374.513366] C0 [             cp] [adafs-stat] on write new: staleness=10922935, merged=0, len=2695
<6>[  374.513397] C0 [             cp] [adafs-stat] on write new: staleness=10927031, merged=0, len=2696
<6>[  374.513458] C0 [             cp] [adafs-stat] on write new: staleness=10931127, merged=0, len=2697
<6>[  374.513488] C0 [             cp] [adafs-stat] on write new: staleness=10935223, merged=0, len=2698
<6>[  374.513519] C0 [             cp] [adafs-stat] on write new: staleness=10939319, merged=0, len=2699
<6>[  374.513549] C0 [             cp] [adafs-stat] on write new: staleness=10943415, merged=0, len=2700
<6>[  374.513610] C0 [             cp] [adafs-stat] on write new: staleness=10947511, merged=0, len=2701
<6>[  374.513641] C0 [             cp] [adafs-stat] on write new: staleness=10951607, merged=0, len=2702
<6>[  374.513671] C0 [             cp] [adafs-stat] on write new: staleness=10955703, merged=0, len=2703
<6>[  374.513732] C0 [             cp] [adafs-stat] on write new: staleness=10959799, merged=0, len=2704
<6>[  374.513763] C0 [             cp] [adafs-stat] on write new: staleness=10963895, merged=0, len=2705
<6>[  374.513793] C0 [             cp] [adafs-stat] on write new: staleness=10967991, merged=0, len=2706
<6>[  374.513824] C0 [             cp] [adafs-stat] on write new: staleness=10972087, merged=0, len=2707
<6>[  374.513854] C0 [             cp] [adafs-stat] on write new: staleness=10976183, merged=0, len=2708
<6>[  374.513916] C0 [             cp] [adafs-stat] on write new: staleness=10980279, merged=0, len=2709
<6>[  374.513946] C0 [             cp] [adafs-stat] on write new: staleness=10984375, merged=0, len=2710
<6>[  374.513977] C0 [             cp] [adafs-stat] on write new: staleness=10988471, merged=0, len=2711
<6>[  374.514038] C0 [             cp] [adafs-stat] on write new: staleness=10992567, merged=0, len=2712
<6>[  374.514099] C0 [             cp] [adafs-stat] on write new: staleness=10996663, merged=0, len=2713
<6>[  374.514129] C0 [             cp] [adafs-stat] on write new: staleness=11000759, merged=0, len=2714
<6>[  374.514160] C0 [             cp] [adafs-stat] on write new: staleness=11004855, merged=0, len=2715
<6>[  374.514221] C0 [             cp] [adafs-stat] on write new: staleness=11008951, merged=0, len=2716
<6>[  374.514282] C0 [             cp] [adafs-stat] on write new: staleness=11013047, merged=0, len=2717
<6>[  374.514312] C0 [             cp] [adafs-stat] on write new: staleness=11017143, merged=0, len=2718
<6>[  374.514343] C0 [             cp] [adafs-stat] on write new: staleness=11021239, merged=0, len=2719
<6>[  374.514373] C0 [             cp] [adafs-stat] on write new: staleness=11025335, merged=0, len=2720
<6>[  374.514404] C0 [             cp] [adafs-stat] on write new: staleness=11029431, merged=0, len=2721
<6>[  374.514465] C0 [             cp] [adafs-stat] on write new: staleness=11033527, merged=0, len=2722
<6>[  374.514495] C0 [             cp] [adafs-stat] on write new: staleness=11037623, merged=0, len=2723
<6>[  374.514526] C0 [             cp] [adafs-stat] on write new: staleness=11041719, merged=0, len=2724
<6>[  374.514556] C0 [             cp] [adafs-stat] on write new: staleness=11045815, merged=0, len=2725
<6>[  374.514587] C0 [             cp] [adafs-stat] on write new: staleness=11049911, merged=0, len=2726
<6>[  374.514648] C0 [             cp] [adafs-stat] on write new: staleness=11054007, merged=0, len=2727
<6>[  374.514678] C0 [             cp] [adafs-stat] on write new: staleness=11058103, merged=0, len=2728
<6>[  374.514709] C0 [             cp] [adafs-stat] on write new: staleness=11062199, merged=0, len=2729
<6>[  374.514739] C0 [             cp] [adafs-stat] on write new: staleness=11066295, merged=0, len=2730
<6>[  374.514770] C0 [             cp] [adafs-stat] on write new: staleness=11070391, merged=0, len=2731
<6>[  374.514831] C0 [             cp] [adafs-stat] on write new: staleness=11074487, merged=0, len=2732
<6>[  374.514862] C0 [             cp] [adafs-stat] on write new: staleness=11078583, merged=0, len=2733
<6>[  374.514892] C0 [             cp] [adafs-stat] on write new: staleness=11082679, merged=0, len=2734
<6>[  374.514923] C0 [             cp] [adafs-stat] on write new: staleness=11086775, merged=0, len=2735
<6>[  374.514953] C0 [             cp] [adafs-stat] on write new: staleness=11090871, merged=0, len=2736
<6>[  374.515014] C0 [             cp] [adafs-stat] on write new: staleness=11094967, merged=0, len=2737
<6>[  374.515045] C0 [             cp] [adafs-stat] on write new: staleness=11099063, merged=0, len=2738
<6>[  374.515075] C0 [             cp] [adafs-stat] on write new: staleness=11103159, merged=0, len=2739
<6>[  374.515136] C0 [             cp] [adafs-stat] on write new: staleness=11107255, merged=0, len=2740
<6>[  374.515167] C0 [             cp] [adafs-stat] on write new: staleness=11111351, merged=0, len=2741
<6>[  374.515197] C0 [             cp] [adafs-stat] on write new: staleness=11115447, merged=0, len=2742
<6>[  374.515258] C0 [             cp] [adafs-stat] on write new: staleness=11119543, merged=0, len=2743
<6>[  374.515289] C0 [             cp] [adafs-stat] on write new: staleness=11123639, merged=0, len=2744
<6>[  374.515319] C0 [             cp] [adafs-stat] on write new: staleness=11127735, merged=0, len=2745
<6>[  374.515380] C0 [             cp] [adafs-stat] on write new: staleness=11131831, merged=0, len=2746
<6>[  374.515411] C0 [             cp] [adafs-stat] on write new: staleness=11135927, merged=0, len=2747
<6>[  374.515441] C0 [             cp] [adafs-stat] on write new: staleness=11140023, merged=0, len=2748
<6>[  374.515472] C0 [             cp] [adafs-stat] on write new: staleness=11144119, merged=0, len=2749
<6>[  374.515502] C0 [             cp] [adafs-stat] on write new: staleness=11148215, merged=0, len=2750
<6>[  374.515563] C0 [             cp] [adafs-stat] on write new: staleness=11152311, merged=0, len=2751
<6>[  374.515594] C0 [             cp] [adafs-stat] on write new: staleness=11156407, merged=0, len=2752
<6>[  374.515625] C0 [             cp] [adafs-stat] on write new: staleness=11160503, merged=0, len=2753
<6>[  374.515655] C0 [             cp] [adafs-stat] on write new: staleness=11164599, merged=0, len=2754
<6>[  374.515716] C0 [             cp] [adafs-stat] on write new: staleness=11168695, merged=0, len=2755
<6>[  374.515747] C0 [             cp] [adafs-stat] on write new: staleness=11172791, merged=0, len=2756
<6>[  374.515777] C0 [             cp] [adafs-stat] on write new: staleness=11176887, merged=0, len=2757
<6>[  374.515808] C0 [             cp] [adafs-stat] on write new: staleness=11180983, merged=0, len=2758
<6>[  374.515869] C0 [             cp] [adafs-stat] on write new: staleness=11185079, merged=0, len=2759
<6>[  374.515899] C0 [             cp] [adafs-stat] on write new: staleness=11189175, merged=0, len=2760
<6>[  374.515930] C0 [             cp] [adafs-stat] on write new: staleness=11193271, merged=0, len=2761
<6>[  374.515960] C0 [             cp] [adafs-stat] on write new: staleness=11197367, merged=0, len=2762
<6>[  374.515991] C0 [             cp] [adafs-stat] on write new: staleness=11201463, merged=0, len=2763
<6>[  374.516052] C0 [             cp] [adafs-stat] on write new: staleness=11205559, merged=0, len=2764
<6>[  374.516082] C0 [             cp] [adafs-stat] on write new: staleness=11209655, merged=0, len=2765
<6>[  374.516113] C0 [             cp] [adafs-stat] on write new: staleness=11213751, merged=0, len=2766
<6>[  374.516143] C0 [             cp] [adafs-stat] on write new: staleness=11217847, merged=0, len=2767
<6>[  374.516204] C0 [             cp] [adafs-stat] on write new: staleness=11221943, merged=0, len=2768
<6>[  374.516235] C0 [             cp] [adafs-stat] on write new: staleness=11226039, merged=0, len=2769
<6>[  374.516265] C0 [             cp] [adafs-stat] on write new: staleness=11230135, merged=0, len=2770
<6>[  374.516296] C0 [             cp] [adafs-stat] on write new: staleness=11234231, merged=0, len=2771
<6>[  374.516357] C0 [             cp] [adafs-stat] on write new: staleness=11238327, merged=0, len=2772
<6>[  374.516387] C0 [             cp] [adafs-stat] on write new: staleness=11242423, merged=0, len=2773
<6>[  374.516448] C0 [             cp] [adafs-stat] on write new: staleness=11246519, merged=0, len=2774
<6>[  374.516479] C0 [             cp] [adafs-stat] on write new: staleness=11250615, merged=0, len=2775
<6>[  374.516510] C0 [             cp] [adafs-stat] on write new: staleness=11254711, merged=0, len=2776
<6>[  374.516540] C0 [             cp] [adafs-stat] on write new: staleness=11258807, merged=0, len=2777
<6>[  374.516571] C0 [             cp] [adafs-stat] on write new: staleness=11262903, merged=0, len=2778
<6>[  374.516632] C0 [             cp] [adafs-stat] on write new: staleness=11266999, merged=0, len=2779
<6>[  374.516662] C0 [             cp] [adafs-stat] on write new: staleness=11271095, merged=0, len=2780
<6>[  374.516693] C0 [             cp] [adafs-stat] on write new: staleness=11275191, merged=0, len=2781
<6>[  374.516723] C0 [             cp] [adafs-stat] on write new: staleness=11279287, merged=0, len=2782
<6>[  374.516784] C0 [             cp] [adafs-stat] on write new: staleness=11283383, merged=0, len=2783
<6>[  374.516815] C0 [             cp] [adafs-stat] on write new: staleness=11287479, merged=0, len=2784
<6>[  374.516845] C0 [             cp] [adafs-stat] on write new: staleness=11291575, merged=0, len=2785
<6>[  374.516876] C0 [             cp] [adafs-stat] on write new: staleness=11295671, merged=0, len=2786
<6>[  374.516937] C0 [             cp] [adafs-stat] on write new: staleness=11299767, merged=0, len=2787
<6>[  374.516967] C0 [             cp] [adafs-stat] on write new: staleness=11303863, merged=0, len=2788
<6>[  374.516998] C0 [             cp] [adafs-stat] on write new: staleness=11307959, merged=0, len=2789
<6>[  374.517028] C0 [             cp] [adafs-stat] on write new: staleness=11312055, merged=0, len=2790
<6>[  374.517089] C0 [             cp] [adafs-stat] on write new: staleness=11316151, merged=0, len=2791
<6>[  374.517120] C0 [             cp] [adafs-stat] on write new: staleness=11320247, merged=0, len=2792
<6>[  374.517150] C0 [             cp] [adafs-stat] on write new: staleness=11324343, merged=0, len=2793
<6>[  374.517181] C0 [             cp] [adafs-stat] on write new: staleness=11328439, merged=0, len=2794
<6>[  374.517211] C0 [             cp] [adafs-stat] on write new: staleness=11332535, merged=0, len=2795
<6>[  374.517272] C0 [             cp] [adafs-stat] on write new: staleness=11336631, merged=0, len=2796
<6>[  374.517303] C0 [             cp] [adafs-stat] on write new: staleness=11340727, merged=0, len=2797
<6>[  374.517333] C0 [             cp] [adafs-stat] on write new: staleness=11344823, merged=0, len=2798
<6>[  374.517364] C0 [             cp] [adafs-stat] on write new: staleness=11348919, merged=0, len=2799
<6>[  374.517425] C0 [             cp] [adafs-stat] on write new: staleness=11353015, merged=0, len=2800
<6>[  374.517456] C0 [             cp] [adafs-stat] on write new: staleness=11357111, merged=0, len=2801
<6>[  374.517486] C0 [             cp] [adafs-stat] on write new: staleness=11361207, merged=0, len=2802
<6>[  374.517517] C0 [             cp] [adafs-stat] on write new: staleness=11365303, merged=0, len=2803
<6>[  374.517547] C0 [             cp] [adafs-stat] on write new: staleness=11369399, merged=0, len=2804
<6>[  374.517608] C0 [             cp] [adafs-stat] on write new: staleness=11373495, merged=0, len=2805
<6>[  374.517639] C0 [             cp] [adafs-stat] on write new: staleness=11377591, merged=0, len=2806
<6>[  374.517669] C0 [             cp] [adafs-stat] on write new: staleness=11381687, merged=0, len=2807
<6>[  374.517700] C0 [             cp] [adafs-stat] on write new: staleness=11385783, merged=0, len=2808
<6>[  374.517761] C0 [             cp] [adafs-stat] on write new: staleness=11389879, merged=0, len=2809
<6>[  374.517791] C0 [             cp] [adafs-stat] on write new: staleness=11393975, merged=0, len=2810
<6>[  374.517822] C0 [             cp] [adafs-stat] on write new: staleness=11398071, merged=0, len=2811
<6>[  374.517852] C0 [             cp] [adafs-stat] on write new: staleness=11402167, merged=0, len=2812
<6>[  374.517913] C0 [             cp] [adafs-stat] on write new: staleness=11406263, merged=0, len=2813
<6>[  374.517944] C0 [             cp] [adafs-stat] on write new: staleness=11410359, merged=0, len=2814
<6>[  374.517974] C0 [             cp] [adafs-stat] on write new: staleness=11414455, merged=0, len=2815
<6>[  374.518035] C0 [             cp] [adafs-stat] on write new: staleness=11418551, merged=0, len=2816
<6>[  374.518066] C0 [             cp] [adafs-stat] on write new: staleness=11422647, merged=0, len=2817
<6>[  374.518096] C0 [             cp] [adafs-stat] on write new: staleness=11426743, merged=0, len=2818
<6>[  374.518127] C0 [             cp] [adafs-stat] on write new: staleness=11430839, merged=0, len=2819
<6>[  374.518157] C0 [             cp] [adafs-stat] on write new: staleness=11434935, merged=0, len=2820
<6>[  374.518218] C0 [             cp] [adafs-stat] on write new: staleness=11439031, merged=0, len=2821
<6>[  374.518249] C0 [             cp] [adafs-stat] on write new: staleness=11443127, merged=0, len=2822
<6>[  374.518280] C0 [             cp] [adafs-stat] on write new: staleness=11447223, merged=0, len=2823
<6>[  374.518310] C0 [             cp] [adafs-stat] on write new: staleness=11451319, merged=0, len=2824
<6>[  374.518341] C0 [             cp] [adafs-stat] on write new: staleness=11455415, merged=0, len=2825
<6>[  374.518371] C0 [             cp] [adafs-stat] on write new: staleness=11459511, merged=0, len=2826
<6>[  374.518432] C0 [             cp] [adafs-stat] on write new: staleness=11463607, merged=0, len=2827
<6>[  374.518463] C0 [             cp] [adafs-stat] on write new: staleness=11467703, merged=0, len=2828
<6>[  374.518493] C0 [             cp] [adafs-stat] on write new: staleness=11471799, merged=0, len=2829
<6>[  374.518554] C0 [             cp] [adafs-stat] on write new: staleness=11475895, merged=0, len=2830
<6>[  374.518585] C0 [             cp] [adafs-stat] on write new: staleness=11479991, merged=0, len=2831
<6>[  374.518615] C0 [             cp] [adafs-stat] on write new: staleness=11484087, merged=0, len=2832
<6>[  374.518676] C0 [             cp] [adafs-stat] on write new: staleness=11488183, merged=0, len=2833
<6>[  374.518707] C0 [             cp] [adafs-stat] on write new: staleness=11492279, merged=0, len=2834
<6>[  374.518737] C0 [             cp] [adafs-stat] on write new: staleness=11496375, merged=0, len=2835
<6>[  374.518798] C0 [             cp] [adafs-stat] on write new: staleness=11500471, merged=0, len=2836
<6>[  374.518829] C0 [             cp] [adafs-stat] on write new: staleness=11504567, merged=0, len=2837
<6>[  374.518859] C0 [             cp] [adafs-stat] on write new: staleness=11508663, merged=0, len=2838
<6>[  374.518890] C0 [             cp] [adafs-stat] on write new: staleness=11512759, merged=0, len=2839
<6>[  374.518920] C0 [             cp] [adafs-stat] on write new: staleness=11516855, merged=0, len=2840
<6>[  374.518951] C0 [             cp] [adafs-stat] on write new: staleness=11520951, merged=0, len=2841
<6>[  374.519012] C0 [             cp] [adafs-stat] on write new: staleness=11525047, merged=0, len=2842
<6>[  374.519042] C0 [             cp] [adafs-stat] on write new: staleness=11529143, merged=0, len=2843
<6>[  374.519073] C0 [             cp] [adafs-stat] on write new: staleness=11533239, merged=0, len=2844
<6>[  374.519134] C0 [             cp] [adafs-stat] on write new: staleness=11537335, merged=0, len=2845
<6>[  374.519165] C0 [             cp] [adafs-stat] on write new: staleness=11541431, merged=0, len=2846
<6>[  374.519195] C0 [             cp] [adafs-stat] on write new: staleness=11545527, merged=0, len=2847
<6>[  374.519226] C0 [             cp] [adafs-stat] on write new: staleness=11549623, merged=0, len=2848
<6>[  374.519256] C0 [             cp] [adafs-stat] on write new: staleness=11553719, merged=0, len=2849
<6>[  374.519287] C0 [             cp] [adafs-stat] on write new: staleness=11557815, merged=0, len=2850
<6>[  374.519348] C0 [             cp] [adafs-stat] on write new: staleness=11561911, merged=0, len=2851
<6>[  374.519378] C0 [             cp] [adafs-stat] on write new: staleness=11566007, merged=0, len=2852
<6>[  374.519409] C0 [             cp] [adafs-stat] on write new: staleness=11570103, merged=0, len=2853
<6>[  374.519439] C0 [             cp] [adafs-stat] on write new: staleness=11574199, merged=0, len=2854
<6>[  374.519470] C0 [             cp] [adafs-stat] on write new: staleness=11578295, merged=0, len=2855
<6>[  374.519500] C0 [             cp] [adafs-stat] on write new: staleness=11582391, merged=0, len=2856
<6>[  374.519561] C0 [             cp] [adafs-stat] on write new: staleness=11586487, merged=0, len=2857
<6>[  374.519592] C0 [             cp] [adafs-stat] on write new: staleness=11590583, merged=0, len=2858
<6>[  374.519622] C0 [             cp] [adafs-stat] on write new: staleness=11594679, merged=0, len=2859
<6>[  374.519653] C0 [             cp] [adafs-stat] on write new: staleness=11598775, merged=0, len=2860
<6>[  374.519683] C0 [             cp] [adafs-stat] on write new: staleness=11602871, merged=0, len=2861
<6>[  374.519744] C0 [             cp] [adafs-stat] on write new: staleness=11606967, merged=0, len=2862
<6>[  374.519775] C0 [             cp] [adafs-stat] on write new: staleness=11611063, merged=0, len=2863
<6>[  374.519805] C0 [             cp] [adafs-stat] on write new: staleness=11615159, merged=0, len=2864
